DEPT,GR,ILD,DPHI,SitID,Pick,Binary_Predict,Predict
0.0,30.747,0.0,0.074,120766,0,1,0.32487577
0.25,29.489,0.0,0.086,120766,0,0,0.21430133
0.5,29.444,0.0,0.098,120766,0,0,0.16051885
0.75,29.684,0.0,0.112,120766,0,0,0.124688216
1.0,30.826,0.0,0.12,120766,0,0,0.12169064
1.25,32.87,0.0,0.127,120766,0,0,0.12326564
1.5,37.002,0.0,0.132,120766,0,0,0.12810785
1.75,34.551,0.0,0.083,120766,0,0,0.10522007
2.0,32.41,0.0,0.053,120766,0,0,0.09158014
2.25,32.067,0.0,0.067,120766,0,0,0.08422622
2.5,33.806,0.0,0.089,120766,0,0,0.0848235
2.75,34.04,0.0,0.113,120766,0,0,0.104885794
3.0,32.204,0.0,0.125,120766,0,0,0.12496727
3.25,28.565,0.0,0.128,120766,0,0,0.12505218
3.5,27.327,0.0,0.078,120766,0,0,0.10156843
3.75,35.935,0.0,0.056,120766,0,0,0.10579187
4.0,56.777,0.0,0.054,120766,0,0,0.120027356
4.25,82.102,0.0,0.056,120766,0,0,0.1771451
4.5,100.855,0.0,0.063,120766,0,1,0.3926157
4.75,57.219,0.0,0.064,120766,0,1,0.36428502
5.0,34.178,0.0,0.069,120766,0,0,0.22213915
5.25,30.241,0.0,0.077,120766,0,0,0.1313001
5.5,29.593,0.0,0.09,120766,0,0,0.12702994
5.75,31.922,0.0,0.114,120766,0,0,0.1332616
6.0,34.258,0.0,0.133,120766,0,0,0.13345554
6.25,32.117,0.0,0.141,120766,0,0,0.13336664
6.5,29.977,0.0,0.174,120766,0,0,0.13843606
6.75,30.23,0.0,0.19,120766,0,0,0.13537498
7.0,31.074,0.0,0.228,120766,0,0,0.15834036
7.25,30.413,0.0,0.248,120766,0,0,0.16620396
7.5,30.374,0.0,0.202,120766,0,0,0.15037715
7.75,31.503,0.0,0.106,120766,0,0,0.12573391
8.0,32.956,0.0,0.12,120766,0,0,0.12505546
8.25,36.187,0.0,0.094,120766,0,0,0.10786685
8.5,37.024,0.0,0.087,120766,0,0,0.09850728
8.75,34.877,0.0,0.09,120766,0,0,0.0917611
9.0,33.639,0.0,0.115,120766,0,0,0.096370414
9.25,33.885,0.0,0.14,120766,0,0,0.10802593
9.5,37.713,0.0,0.165,120766,0,0,0.12364703
9.75,49.007,0.0,0.188,120766,0,0,0.14471065
10.0,58.808,0.0,0.204,120766,0,0,0.15734671
10.25,65.023,0.0,0.221,120766,0,0,0.1650928
10.5,77.51,0.0,0.235,120766,0,0,0.15061504
10.75,81.325,0.0,0.243,120766,0,0,0.180771
11.0,78.004,0.0,0.246,120766,0,0,0.24594489
11.25,66.302,0.0,0.248,120766,0,0,0.26799813
11.5,55.502,0.0,0.249,120766,0,0,0.2597501
11.75,50.67,0.0,0.237,120766,0,0,0.23513351
12.0,43.463,0.0,0.21,120766,0,0,0.19721869
12.25,42.51,0.0,0.207,120766,0,0,0.1581773
12.5,51.416,0.0,0.221,120766,0,0,0.14660692
12.75,54.342,0.0,0.235,120766,0,0,0.162061
13.0,54.596,0.0,0.229,120766,0,0,0.18966708
13.25,51.255,0.0,0.171,120766,0,0,0.17153282
13.5,47.026,0.0,0.069,120766,0,0,0.13813558
13.75,40.708,0.0,0.01,120766,0,0,0.09137961
14.0,43.037,0.0,-0.02,120766,0,0,0.086293355
14.25,45.976,0.0,-0.027,120766,0,0,0.08439897
14.5,50.394,0.0,-0.027,120766,0,0,0.08242107
14.75,44.679,0.0,-0.029,120766,0,0,0.07923951
15.0,41.625,0.0,-0.031,120766,0,0,0.07777357
15.25,42.481,0.0,-0.031,120766,0,0,0.07679062
15.5,44.207,0.0,-0.031,120766,0,0,0.07638945
15.75,42.371,0.0,-0.03,120766,0,0,0.07753433
16.0,40.237,0.0,-0.024,120766,0,0,0.084849894
16.25,38.396,0.0,-0.019,120766,0,0,0.08877253
16.5,38.344,0.0,-0.025,120766,0,0,0.085456125
16.75,41.276,0.0,-0.032,120766,0,0,0.08653351
17.0,43.91,0.0,-0.034,120766,0,0,0.08186581
17.25,49.827,0.0,-0.03,120766,0,0,0.08062689
17.5,54.244,0.0,-0.025,120766,0,0,0.082688384
17.75,53.304,0.0,-0.021,120766,0,0,0.08306234
18.0,43.094,0.0,-0.024,120766,0,0,0.079710834
18.25,38.872,0.0,-0.028,120766,0,0,0.079282716
18.5,43.289,0.0,-0.033,120766,0,0,0.081618905
18.75,44.133,0.0,-0.032,120766,0,0,0.08649628
19.0,54.538,0.0,-0.028,120766,0,0,0.11003166
19.25,60.15,0.0,-0.023,120766,0,0,0.11451938
19.5,58.314,0.0,-0.019,120766,0,0,0.10680108
19.75,53.78,0.0,-0.023,120766,0,0,0.09361782
20.0,52.535,61.965,-0.026,120766,0,0,0.09288912
20.25,53.08,58.096,-0.027,120766,0,0,0.07666012
20.5,52.717,48.685,-0.013,120766,0,0,0.07073791
20.75,52.367,37.257,0.031,120766,0,0,0.0808558
21.0,53.224,35.406,0.298,120766,1,0,0.14050587
21.25,57.946,30.306,0.31,120766,0,0,0.15378948
21.5,68.942,23.508,0.32,120766,0,0,0.15994456
21.75,84.413,22.034,0.33,120766,0,0,0.17710426
22.0,82.863,20.798,0.34,120766,0,0,0.20010318
22.25,99.833,20.467,0.312,120766,0,0,0.1746947
22.5,111.12,20.858,0.287,120766,0,0,0.17834026
22.75,105.697,21.564,0.265,120766,0,0,0.15976875
23.0,113.099,20.936,0.233,120766,0,0,0.13051714
23.25,115.72,16.357,0.216,120766,0,0,0.13045123
23.5,119.269,17.27,0.21,120766,0,0,0.16044602
23.75,123.998,23.446,0.215,120766,0,1,0.3109886
24.0,111.706,37.136,0.25,120766,0,1,0.392449
24.25,86.278,47.335,0.289,120766,0,1,0.3347075
24.5,62.939,45.935,0.304,120766,0,0,0.2364567
24.75,69.75,49.535,0.29,120766,0,0,0.1629098
25.0,77.463,54.524,0.284,120766,0,0,0.1627412
25.25,74.726,56.74,0.282,120766,0,0,0.12457116
25.5,73.773,55.461,0.289,120766,0,0,0.10083469
25.75,70.737,47.131,0.291,120766,0,0,0.09842326
26.0,79.346,39.479,0.266,120766,0,0,0.0936319
26.25,87.642,37.551,0.243,120766,0,0,0.08149079
